217	436	2
218	438	110
219	440	2
220	442	113
221	444	2
222	446	112
223	448	2
224	450	115
225	452	2
226	454	114
227	456	2
228	458	117
229	460	2
230	462	116
231	464	2
232	466	119
233	468	2
234	470	118
235	472	2
236	474	121
237	476	2
238	478	120
239	480	2
240	482	123
241	484	2
242	486	122
243	488	2
244	490	125
245	492	2
246	494	124
247	496	2
248	498	127
249	500	2
250	502	126
251	504	2
252	506	129
253	508	2
254	510	128
255	512	2
256	514	131
257	516	2
258	518	130
259	520	2
260	522	133
261	524	2
262	526	132
263	528	2
264	530	135
265	532	2
266	534	134
267	536	2
268	538	137
269	540	2
270	542	136
271	544	2
272	546	139
273	548	2
274	550	138
275	552	2
276	554	141
277	556	2
278	558	140
279	560	2
280	562	143
281	564	2
282	566	142
283	568	2
284	570	145
285	572	2
286	574	144
287	576	2
288	578	147
289	580	2
290	582	146
291	584	2
292	586	149
293	588	2
294	590	148
295	592	2
296	594	151
297	596	2
298	598	150
299	600	2
300	602	153
301	604	2
302	606	152
303	608	2
304	610	155
305	612	2
306	614	154
307	616	2
308	618	157
309	620	2
310	622	156
311	624	2
312	626	159
313	628	2
314	630	158
315	632	2
316	634	161
317	636	2
318	638	160
319	640	2
320	642	163
321	644	2
322	646	162
323	648	2
324	650	165
325	652	2
326	654	164
327	656	2
328	658	167
329	660	2
330	662	166
331	664	2
332	666	169
333	668	2
334	670	168
335	672	2
336	674	171
337	676	2
338	678	170
339	680	2
340	682	173
341	684	2
342	686	172
343	688	2
344	690	175
345	692	2
346	694	174
347	696	2
348	698	177
349	700	2
350	702	176
351	704	2
352	706	179
353	708	2
354	710	178
355	712	2
356	714	181
357	716	2
358	718	180
359	720	2
360	722	183
361	724	2
362	726	182
363	728	2
364	730	185
365	732	2
366	734	184
367	736	2
368	738	187
369	740	2
370	742	186
371	744	2
372	746	189
373	748	2
374	750	188
375	752	2
376	754	191
377	756	2
378	758	190
379	760	2
380	762	193
381	764	2
382	766	192
383	768	2
384	770	195
385	772	2
386	774	194
387	776	2
388	778	197
389	780	2
390	782	196
391	784	2
392	786	199
393	788	2
394	790	198
395	792	2
396	794	201
397	796	2
398	798	200
399	800	2
400	802	203
401	804	2
402	806	202
403	808	2
404	810	205
405	812	2
406	814	204
407	816	2
408	818	207
409	820	2
410	822	206
411	824	2
412	826	209
413	828	2
414	830	208
415	832	2
416	834	211
417	836	2
418	838	210
419	840	2
420	842	213
421	844	2
422	846	212
423	848	2
424	850	215
425	852	2
426	854	214
427	856	2
428	858	217
429	860	2
430	862	216
431	864	2
432	866	219
433	868	2
434	870	218
435	872	2
436	874	221
437	876	2
438	878	220
439	880	2
440	882	223
441	884	2
442	886	222
443	888	2
444	890	225
445	892	2
446	894	224
447	896	2
448	898	227
449	900	2
450	902	226
451	904	2
452	906	229
453	908	2
454	910	228
455	912	2
456	914	231
457	916	2
458	918	230
459	920	2
460	922	233
461	924	2
462	926	232
463	928	2
464	930	235
465	932	2
466	934	234
467	936	2
468	938	237
469	940	2
470	942	236
471	944	2
472	946	239
473	948	2
474	950	238
475	952	2
476	954	241
477	956	2
478	958	240
479	960	2
480	962	243
481	964	2
482	966	242
483	968	2
484	970	245
485	972	2
486	974	244
487	976	2
488	978	247
489	980	2
490	982	246
491	984	2
492	986	249
493	988	2
494	990	248
495	992	2
496	994	251
497	996	2
498	998	250
499	1000	2
500	1002	253
501	1004	2
502	1006	252
503	1008	2
504	1010	255
505	1012	2
506	1014	254
507	1016	2
508	1018	257
509	1020	2
510	1022	256
511	1024	2
512	1026	259
