6	1.018230154	1.386294361
8	1.138073515	1.609437912
10	1.235866276	1.791759469
12	1.318057999	1.945910149
14	1.388817613	2.079441542
16	1.450890869	2.197224577
18	1.506157124	2.302585093
20	1.555951815	2.397895273
22	1.601255346	2.48490665
24	1.642807677	2.564949357
26	1.681180563	2.63905733
28	1.716824717	2.708050201
30	1.750101616	2.772588722
32	1.781305527	2.833213344
34	1.810679166	2.890371758
36	1.838425046	2.944438979
38	1.864713878	2.995732274
40	1.889690892	3.044522438
42	1.913480657	3.091042453
44	1.93619082	3.135494216
46	1.957915038	3.17805383
48	1.978735295	3.218875825
50	1.998723764	3.258096538
52	2.017944314	3.295836866
54	2.036453734	3.33220451
56	2.05430274	3.36729583
58	2.071536814	3.401197382
60	2.088196897	3.433987204
62	2.104319975	3.465735903
64	2.119939572	3.496507561
66	2.135086171	3.526360525
68	2.149787565	3.555348061
70	2.164069172	3.583518938
72	2.177954293	3.610917913
74	2.191464341	3.63758616
76	2.204619041	3.663561646
78	2.217436602	3.688879454
80	2.22993387	3.713572067
82	2.242126458	3.737669618
84	2.254028865	3.761200116
86	2.26565458	3.784189634
88	2.277016173	3.80666249
90	2.288125376	3.828641396
92	2.298993156	3.850147602
94	2.309629782	3.871201011
96	2.32004488	3.891820298
98	2.330247489	3.912023005
100	2.340246104	3.931825633
102	2.350048721	3.951243719
104	2.359662876	3.970291914
106	2.369095678	3.988984047
108	2.37835384	4.007333185
110	2.387443712	4.025351691
112	2.396371302	4.043051268
114	2.405142301	4.060443011
116	2.413762108	4.077537444
118	2.422235846	4.094344562
120	2.430568383	4.110873864
122	2.438764347	4.127134385
124	2.446828142	4.143134726
126	2.454763963	4.158883083
128	2.462575808	4.17438727
130	2.470267491	4.189654742
132	2.477842652	4.204692619
134	2.485304768	4.219507705
136	2.492657164	4.234106505
138	2.49990302	4.248495242
140	2.507045377	4.262679877
142	2.514087153	4.276666119
144	2.521031139	4.290459441
146	2.527880014	4.304065093
148	2.534636349	4.317488114
150	2.54130261	4.33073334
152	2.547881168	4.343805422
154	2.554374301	4.356708827
156	2.560784197	4.369447852
158	2.567112965	4.382026635
160	2.573362632	4.394449155
162	2.57953515	4.406719247
164	2.585632402	4.418840608
166	2.5916562	4.430816799
168	2.597608293	4.442651256
170	2.603490369	4.454347296
172	2.609304054	4.465908119
174	2.615050922	4.477336814
176	2.62073249	4.48863637
178	2.626350226	4.49980967
180	2.631905548	4.510859507
182	2.637399828	4.521788577
184	2.642834392	4.532599493
186	2.648210525	4.543294782
188	2.653529469	4.553876892
190	2.658792429	4.564348191
192	2.66400057	4.574710979
194	2.669155023	4.584967479
196	2.674256883	4.59511985
198	2.679307213	4.605170186
200	2.684307043	4.615120517
202	2.689257373	4.624972813
204	2.694159174	4.634728988
206	2.699013388	4.644390899
208	2.703820929	4.65396035
210	2.708582687	4.663439094
212	2.713299526	4.672828834
214	2.717972285	4.682131227
216	2.72260178	4.691347882
218	2.727188805	4.700480366
220	2.731734132	4.709530201
222	2.736238512	4.718498871
224	2.740702678	4.727387819
226	2.745127339	4.736198448
228	2.749513189	4.744932128
230	2.753860904	4.753590191
232	2.75817114	4.762173935
234	2.762444539	4.770684624
236	2.766681724	4.779123493
238	2.770883304	4.787491743
240	2.775049873	4.795790546
242	2.779182009	4.804021045
244	2.783280276	4.812184355
246	2.787345226	4.820281566
248	2.791377395	4.828313737
250	2.795377308	4.836281907
252	2.799345478	4.844187086
254	2.803282403	4.852030264
256	2.807188573	4.859812404
