1.0	0.3897595661073629
2.0	1.5911003135692203
7.0	2.0513588263091562
30.0	2.1305820446588912
102.0	1.9760862997657385
1.0	1.0865154766605147
2.0	1.903671468338782
7.0	2.054892570147051
30.0	2.2294192851590955
102.0	2.248346641219651
1.0	0.39011797322982367
2.0	1.484449512077559
7.0	1.972844312746648
30.0	2.038015870406372
102.0	1.783991957181966
1.0	0.5396336651691295
2.0	1.52315503856997
7.0	2.665377383222633
30.0	2.027531563309948
102.0	2.676059208630944
1.0	0.8938725413672494
7.0	1.959467499054747
7.0	1.9588016514132982
